Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302104606,2018-07-01,Approved,30.0,Unmarried,Female,Rent,Clerical Support Worker,Tourism,Full-Time,60.0,0.0,Education,1937.83,False,0,0,0,0,1937.83,7.569839977340264,60.0,0,Emerging,0
C302104607,2018-06-14,Approved,49.0,Unmarried,Male,Family,Employee,Other,Full-Time,45.0,1.0,Home Improvement,1416.57,False,0,0,0,0,1416.57,7.25669941709867,45.0,0,Established,1
C302104608,2018-06-07,Approved,37.0,Married,Female,Own,Clerical Support Worker,Education,Full-Time,28.0,1.0,Debt Consolidation,5069.11,True,0,0,0,0,5069.11,8.531117792602334,28.0,0,Established,1
C302104609,2018-06-12,Approved,24.0,Unmarried,Male,Family,Service and Sales Worker,Tourism,Full-Time,15.0,1.0,Home Improvement,1490.69,False,0,0,0,0,1490.69,7.307664984376604,15.0,0,Young,1
C302104610,2018-06-27,Approved,56.0,Other,Male,Rent,Officer,Civil Service,Full-Time,390.0,1.0,Debt Consolidation,4618.06,True,0,0,0,0,4618.06,8.437946500170876,390.0,0,Senior,1
C302104611,2018-06-19,Approved,27.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,55.0,0.0,Debt Consolidation,3336.77,True,0,0,0,0,3336.77,8.113058198312771,55.0,0,Emerging,0
C302104612,2018-06-05,Approved,33.0,Unmarried,Female,Family,Professional,Education,Full-Time,21.0,0.0,Other,3624.31,True,0,0,0,0,3624.31,8.195695080873763,21.0,0,Emerging,0
C302104613,2018-06-24,Approved,27.0,Unmarried,Female,Family,Officer,Retailing,Full-Time,6.0,0.0,Other,4169.71,False,0,0,0,0,4169.71,8.335841564088582,6.0,0,Emerging,0
C302104614,2018-06-20,Approved,25.0,Unmarried,Female,Family,Clerical Support Worker,Business Process Outsourcing,Contract,28.0,0.0,Debt Consolidation,1544.35,False,0,0,0,0,1544.35,7.343005700892993,28.0,0,Emerging,0
C302104615,2018-06-21,Approved,38.0,Unmarried,Female,Own,Professional,Civil Service,Full-Time,81.0,0.0,Debt Consolidation,3681.09,True,0,0,0,0,3681.09,8.211235804731663,81.0,0,Established,0
C302104616,2018-06-06,Approved,38.0,Married,Male,Rent,Officer,Transportation & Communication,Full-Time,36.0,3.0,Other,3525.52,False,0,0,0,0,3525.52,8.168066827977679,36.0,0,Established,1
C302104617,2018-06-18,Approved,59.0,Unmarried,Female,Own,Plant and Machine Operators an,Transportation & Communication,Full-Time,218.0,0.0,Home Improvement,2203.74,False,0,0,0,0,2203.74,7.698364867096364,218.0,0,Senior,0
C302104618,2018-07-02,Approved,31.0,Unmarried,Female,Family,Employee,Civil Service,Full-Time,133.0,0.0,Debt Consolidation,3073.45,True,0,0,0,0,3073.45,8.030881302454322,133.0,0,Emerging,0
C302104619,2018-05-31,Approved,31.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Contract,40.0,0.0,Debt Consolidation,3766.9,False,0,0,0,0,3766.9,8.234273096065948,40.0,0,Emerging,0
C302104620,2018-07-01,Approved,31.0,Married,Female,Rent,Officer,Civil Service,Contract,71.0,2.0,Debt Consolidation,5007.98,True,0,0,0,0,5007.98,8.518987580536708,71.0,0,Emerging,1
C302104621,2018-07-01,Approved,29.0,Widowed,Male,Rent,Officer,Civil Service,Full-Time,53.0,1.0,Debt Consolidation,3235.74,True,0,0,0,0,3235.74,8.082321929415176,53.0,0,Emerging,1
C302104622,2018-06-24,Approved,49.0,Divorced,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,312.0,3.0,Debt Consolidation,6270.73,True,0,0,0,0,6270.73,8.743807512634243,312.0,0,Established,1
C302104623,2018-06-22,Approved,27.0,Married,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,96.0,0.0,Debt Consolidation,5022.04,True,0,0,0,0,5022.04,8.521790607086842,96.0,0,Emerging,0
C302104624,2018-06-24,Approved,24.0,Unmarried,Male,Family,Service and Sales Worker,Distribution,Full-Time,23.0,0.0,Other,1953.85,False,0,0,0,0,1953.85,7.578068743133138,23.0,0,Young,0
C302104625,2018-07-01,Approved,42.0,Unmarried,Male,Family,Plant and Machine Operators an,Unknown,Full-Time,56.0,0.0,Other,2064.29,False,0,0,1,0,2064.29,7.6330259313702955,56.0,0,Established,0
C302104626,2018-06-28,Approved,29.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,66.0,1.0,Debt Consolidation,3074.39,False,0,0,0,0,3074.39,8.031187001466758,66.0,0,Emerging,1
C302104627,2018-05-17,Approved,57.0,Married,Female,Family,Professional,Education,Full-Time,188.0,1.0,Debt Consolidation,3933.39,False,0,0,0,0,3933.39,8.277511129775087,188.0,0,Senior,1
C302104628,2018-05-16,Approved,20.0,Unmarried,Female,Family,Clerical Support Worker,Tourism,Contract,17.0,1.0,Home Improvement,2146.28,False,0,0,0,0,2146.28,7.67195720390745,17.0,0,Young,1
C302104629,2018-06-28,Approved,23.0,Unmarried,Female,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,16.0,0.0,Education,1483.39,False,0,0,0,0,1483.39,7.302759192435106,16.0,0,Young,0
C302104630,2018-06-26,Approved,39.0,Married,Female,Family,Officer,Tourism,Full-Time,39.0,2.0,Home Improvement,1346.21,False,0,0,0,0,1346.21,7.205791066263363,39.0,0,Established,1
C302104631,2018-06-24,Approved,32.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,97.0,1.0,Debt Consolidation,3998.56,False,0,0,0,0,3998.56,8.293939634051585,97.0,0,Emerging,1
C302104632,2018-06-25,Approved,24.0,Unmarried,Male,Family,Employee,Civil Service,Full-Time,45.0,0.0,Debt Consolidation,3248.35,True,0,0,0,0,3248.35,8.086210255321117,45.0,0,Young,0
C302104633,2018-05-31,Approved,29.0,Unmarried,Male,Family,Semi-Professional,Civil Service,Full-Time,20.0,0.0,Home Improvement,1417.34,True,0,0,0,0,1417.34,7.257242452680845,20.0,0,Emerging,0
C302104634,2018-06-27,Approved,34.0,Married,Female,Own,Officer,Civil Service,Full-Time,8.0,0.0,Debt Consolidation,3421.5,False,0,0,0,0,3421.5,8.138126557162604,8.0,0,Emerging,0
C302104635,2018-07-03,Approved,30.0,Unmarried,Female,Family,Semi-Professional,Retailing,Full-Time,116.0,0.0,Home Improvement,2135.94,False,0,0,0,0,2135.94,7.667130178181891,116.0,0,Emerging,0
C302104636,2018-06-28,Approved,29.0,Married,Male,Own,Technician and Associate Professional,Other,Full-Time,108.0,2.0,Debt Consolidation,2234.1,False,0,0,0,0,2234.1,7.71204124877605,108.0,0,Emerging,1
C302104637,2018-07-02,Approved,34.0,Divorced,Male,Family,Semi-Professional,Education,Full-Time,98.0,0.0,Debt Consolidation,2770.6,False,0,0,0,0,2770.6,7.927180049753225,98.0,0,Emerging,0
C302104638,2018-06-28,Approved,23.0,Unmarried,Female,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,30.0,0.0,Debt Consolidation,2250.88,False,0,0,0,0,2250.88,7.719520701871804,30.0,0,Young,0
C302104639,2018-06-26,Approved,42.0,Married,Female,Rent,Professional,Civil Service,Full-Time,227.0,2.0,Other,3196.75,True,0,0,0,0,3196.75,8.070202716479502,227.0,0,Established,1
C302104640,2018-06-26,Approved,38.0,Unmarried,Female,Own,Employee,Manufacturing,Full-Time,39.0,3.0,Home Improvement,1219.7,False,0,0,0,0,1219.7,7.107179743675754,39.0,0,Established,1
C302104641,2018-07-03,Approved,32.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,51.0,1.0,Debt Consolidation,1724.46,True,0,0,0,0,1724.46,7.453248960582891,51.0,0,Emerging,1
C302104642,2018-07-03,Approved,22.0,Unmarried,Male,Family,Employee,Other,Full-Time,16.0,0.0,Other,976.94,False,0,0,0,0,976.94,6.885448318459596,16.0,0,Young,0
C302104643,2018-06-28,Approved,33.0,Married,Female,Family,Officer,Civil Service,Full-Time,75.0,2.0,Debt Consolidation,1776.43,True,0,0,0,0,1776.43,7.482923779748632,75.0,0,Emerging,1
C302104644,2018-06-21,Approved,28.0,Married,Male,Rent,Clerical Support Worker,Civil Service,Full-Time,116.0,1.0,Debt Consolidation,3648.44,True,0,0,0,0,3648.44,8.202329010148237,116.0,0,Emerging,1
C302104645,2018-06-28,Approved,28.0,Unmarried,Male,Rent,Clerical Support Worker,Financial,Full-Time,49.0,0.0,Debt Consolidation,3861.4,True,0,0,0,0,3861.4,8.259044030903212,49.0,0,Emerging,0
C302104646,2018-06-21,Approved,30.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,93.0,2.0,Other,3580.17,True,0,0,0,0,3580.17,8.183444841644604,93.0,0,Emerging,1
C302104647,2018-05-23,Approved,54.0,Unmarried,Female,Own,Professional,Education,Full-Time,55.0,1.0,Debt Consolidation,3897.24,True,0,0,0,0,3897.24,8.268280448208065,55.0,0,Senior,1
C302104648,2018-06-11,Approved,21.0,Unmarried,Female,Rent,Clerical Support Worker,Civil Service,Full-Time,25.0,0.0,Education,956.41,True,0,0,0,0,956.41,6.864231721858947,25.0,0,Young,0
C302104649,2018-06-20,Approved,34.0,Married,Male,Rent,Blue Collar,Civil Service,Full-Time,110.0,3.0,Debt Consolidation,3908.07,True,0,0,0,0,3908.07,8.271054773025813,110.0,0,Emerging,1
C302104650,2018-07-02,Approved,30.0,Unmarried,Female,Family,Officer,Financial,Full-Time,106.0,0.0,Debt Consolidation,8554.54,False,0,0,0,0,8554.54,9.05433430531613,106.0,0,Emerging,0
C302104651,2018-07-02,Approved,31.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,24.0,1.0,Debt Consolidation,1856.19,False,0,0,0,0,1856.19,7.526819871681561,24.0,0,Emerging,1
C302104652,2018-06-26,Approved,28.0,Unmarried,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,54.0,0.0,Debt Consolidation,3259.19,True,0,0,0,0,3259.19,8.089540754871,54.0,0,Emerging,0
C302104653,2018-06-24,Approved,27.0,Unmarried,Female,Family,Clerical Support Worker,Transportation & Communication,Full-Time,16.0,1.0,Other,1297.44,False,0,0,0,0,1297.44,7.168918822873109,16.0,0,Emerging,1
C302104654,2018-06-25,Approved,28.0,Unmarried,Female,Family,Officer,Business Process Outsourcing,Full-Time,55.0,0.0,Debt Consolidation,1930.44,False,0,0,0,0,1930.44,7.566021117683898,55.0,0,Emerging,0
C302104655,2018-06-29,Approved,31.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,136.0,1.0,Debt Consolidation,1992.97,False,0,0,0,0,1992.97,7.597882905273198,136.0,0,Emerging,1
C302104656,2018-06-26,Approved,27.0,Unmarried,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,54.0,0.0,Debt Consolidation,3399.87,True,0,0,0,0,3399.87,8.131786560224889,54.0,0,Emerging,0
C302104657,2018-05-27,Approved,41.0,Married,Female,Family,Officer,Civil Service,Full-Time,53.0,2.0,Debt Consolidation,5644.38,False,0,0,0,0,5644.38,8.638592790527163,53.0,0,Established,1
C302104658,2018-07-05,Approved,45.0,Married,Female,Own,Semi-Professional,Civil Service,Full-Time,56.0,2.0,Debt Consolidation,2170.75,False,0,0,0,0,2170.75,7.68328857314003,56.0,0,Established,1
C302104659,2018-05-09,Approved,40.0,Unmarried,Male,Own,Employee,Civil Service,Full-Time,213.0,1.0,Debt Consolidation,4869.69,True,1,0,0,1,4869.69,8.49099088981867,213.0,0,Established,1
C302104660,2018-06-13,Approved,38.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,168.0,1.0,Debt Consolidation,4898.35,True,0,0,0,0,4898.35,8.496857822238297,168.0,0,Established,1
C302104661,2018-07-03,Approved,35.0,Married,Male,Rent,Employee,Civil Service,Full-Time,90.0,0.0,Debt Consolidation,3826.36,True,0,0,0,0,3826.36,8.249930549462476,90.0,0,Established,0
C302104662,2018-07-02,Approved,28.0,Unmarried,Male,Family,Employee,Unknown,Full-Time,22.0,0.0,Other,4147.66,False,0,0,1,0,4147.66,8.330540669517772,22.0,0,Emerging,0
C302104663,2018-06-14,Approved,29.0,Married,Female,Own,Professional,Civil Service,Full-Time,108.0,2.0,Debt Consolidation,4136.17,True,0,0,0,0,4136.17,8.327767258196298,108.0,0,Emerging,1
C302104664,2018-05-17,Approved,22.0,Unmarried,Male,Own,Employee,Tourism,Full-Time,12.0,0.0,Home Improvement,2063.31,False,0,0,0,0,2063.31,7.6325513091219435,12.0,0,Young,0
C302104665,2018-06-22,Approved,53.0,Married,Female,Own,Officer,Civil Service,Full-Time,198.0,4.0,Debt Consolidation,4884.46,True,0,0,0,0,4884.46,8.494018725857277,198.0,0,Senior,1
C302104666,2018-07-01,Approved,47.0,Married,Female,Own,Clerical Support Worker,Food & Beverage Services,Full-Time,129.0,2.0,Debt Consolidation,1960.49,False,0,0,0,0,1960.49,7.581459667497432,129.0,0,Established,1
C302104667,2018-07-03,Approved,24.0,Unmarried,Male,Family,Service and Sales Worker,Unknown,Full-Time,30.0,0.0,Home Improvement,1354.04,False,0,0,1,0,1354.04,7.211586253173289,30.0,0,Young,0
C302104668,2018-06-30,Approved,35.0,Divorced,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,108.0,0.0,Debt Consolidation,3701.33,True,0,0,0,0,3701.33,8.216717630165482,108.0,0,Established,0
C302104669,2018-07-01,Approved,36.0,Unmarried,Female,Other,Officer,Civil Service,Full-Time,120.0,0.0,Other,1878.23,True,0,0,0,0,1878.23,7.538617397457378,120.0,0,Established,0
C302104670,2018-07-02,Approved,30.0,Unmarried,Female,Family,Armed Forces Occupation,Civil Service,Full-Time,115.0,1.0,Debt Consolidation,1726.18,True,0,0,0,0,1726.18,7.4542452996986315,115.0,0,Emerging,1
C302104671,2018-07-03,Approved,56.0,Widowed,Male,Own,Officer,Civil Service,Full-Time,256.0,1.0,Debt Consolidation,4748.82,True,0,0,0,0,4748.82,8.465862001573822,256.0,0,Senior,1
C302104672,2018-07-04,Approved,23.0,Married,Male,Family,Employee,Civil Service,Full-Time,33.0,0.0,Debt Consolidation,3344.9,True,0,0,0,0,3344.9,8.115490994668601,33.0,0,Young,0
C302104673,2018-06-25,Approved,24.0,Unmarried,Male,Family,Clerical Support Worker,Professional & Other Services,Full-Time,28.0,0.0,Home Improvement,2652.29,False,0,0,0,0,2652.29,7.883555658378664,28.0,0,Young,0
C302104674,2018-06-17,Approved,23.0,Unmarried,Female,Family,Service and Sales Worker,Tourism,Contract,26.0,0.0,Other,1681.69,False,0,0,0,0,1681.69,7.428148982334767,26.0,0,Young,0
C302104675,2018-06-18,Approved,35.0,Unmarried,Female,Family,Professional,Education,Full-Time,156.0,0.0,Debt Consolidation,4453.08,False,0,0,0,0,4453.08,8.401575809039036,156.0,0,Established,0
C302104676,2018-06-24,Approved,28.0,Married,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,96.0,0.0,Debt Consolidation,4738.86,True,0,0,0,0,4738.86,8.46376287838795,96.0,0,Emerging,0
C302104677,2018-07-01,Approved,30.0,Married,Male,Other,Professional,Civil Service,Full-Time,65.0,1.0,Debt Consolidation,3402.41,True,0,0,0,0,3402.41,8.132533149171252,65.0,0,Emerging,1
C302104678,2018-06-26,Approved,31.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,53.0,0.0,Debt Consolidation,3091.49,True,0,0,0,0,3091.49,8.036731870631666,53.0,0,Emerging,0
C302104679,2018-07-03,Approved,48.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,93.0,6.0,Debt Consolidation,2040.59,False,0,0,0,0,2040.59,7.621484195019352,93.0,0,Established,1
C302104680,2018-06-19,Approved,51.0,Unmarried,Female,Family,Clerical Support Worker,Tourism,Full-Time,194.0,1.0,Home Improvement,1355.4,False,0,0,0,0,1355.4,7.212589410251484,194.0,0,Senior,1
C302104681,2018-06-24,Approved,24.0,Unmarried,Female,Rent,Clerical Support Worker,Unknown,Contract,15.0,1.0,Other,1381.79,False,0,0,1,0,1381.79,7.231858476317531,15.0,0,Young,1
C302104682,2018-07-05,Approved,51.0,Married,Male,Family,Officer,Civil Service,Full-Time,217.0,0.0,Debt Consolidation,4524.24,True,0,0,0,0,4524.24,8.417425893401559,217.0,0,Senior,0
C302104683,2018-07-01,Approved,26.0,Married,Male,Family,Officer,Transportation & Communication,Full-Time,19.0,0.0,Home Improvement,2235.25,False,0,0,0,0,2235.25,7.7125556348229285,19.0,0,Emerging,0
C302104684,2018-07-05,Approved,42.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,55.0,2.0,Debt Consolidation,1879.49,True,0,0,0,0,1879.49,7.539287660161607,55.0,0,Established,1
C302104685,2018-07-05,Approved,38.0,Married,Male,Own,Employee,Civil Service,Full-Time,192.0,0.0,Debt Consolidation,5066.1,True,0,0,0,0,5066.1,8.53052394082488,192.0,0,Established,0
C302104686,2018-06-07,Approved,43.0,Unmarried,Female,Family,Employee,Private Security Services,Contract,55.0,3.0,Other,1398.81,False,0,0,0,0,1398.81,7.244091792107619,55.0,0,Established,1
C302104687,2018-06-17,Approved,33.0,Unmarried,Female,Other,Professional,Education,Full-Time,132.0,1.0,Other,3714.59,False,0,0,0,0,3714.59,8.220292760154377,132.0,0,Emerging,1
C302104688,2018-06-26,Approved,30.0,Unmarried,Male,Family,Plant and Machine Operators an,Distribution,Full-Time,85.0,1.0,Debt Consolidation,3791.92,False,0,0,0,0,3791.92,8.240891449982158,85.0,0,Emerging,1
C302104689,2018-07-05,Approved,26.0,Unmarried,Male,Rent,Officer,Civil Service,Full-Time,56.0,1.0,Debt Consolidation,3325.15,True,0,0,0,0,3325.15,8.109570757954213,56.0,0,Emerging,1
C302104690,2018-06-27,Approved,37.0,Unmarried,Male,Rent,Officer,Civil Service,Full-Time,207.0,2.0,Other,3856.22,False,0,0,0,0,3856.22,8.257701995731155,207.0,0,Established,1
C302104691,2018-07-01,Approved,31.0,Unmarried,Female,Family,Armed Forces Occupation,Civil Service,Full-Time,73.0,2.0,Debt Consolidation,3440.31,True,0,0,0,0,3440.31,8.143607491829702,73.0,0,Emerging,1
C302104692,2018-06-26,Approved,30.0,Unmarried,Female,Own,Officer,Unknown,Full-Time,72.0,0.0,Debt Consolidation,9818.42,False,0,0,1,0,9818.42,9.19211733646776,72.0,0,Emerging,0
C302104693,2018-07-04,Approved,34.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,170.0,1.0,Debt Consolidation,4041.35,True,0,0,0,0,4041.35,8.304581485011434,170.0,0,Emerging,1
C302104694,2018-07-09,Approved,28.0,Unmarried,Female,Rent,Semi-Professional,Construction & Installation,Full-Time,12.0,1.0,Other,7427.22,False,0,0,0,0,7427.22,8.913041539696898,12.0,0,Emerging,1
C302104695,2018-06-14,Approved,35.0,Unmarried,Female,Rent,Officer,Civil Service,Full-Time,74.0,0.0,Debt Consolidation,1878.23,True,0,0,0,0,1878.23,7.538617397457378,74.0,0,Established,0
C302104696,2018-07-04,Approved,32.0,Unmarried,Male,Rent,Clerical Support Worker,Private Security Services,Contract,24.0,2.0,Home Improvement,2045.2,False,0,0,0,0,2045.2,7.623739693444839,24.0,0,Emerging,1
C302104697,2018-07-05,Approved,48.0,Married,Male,Family,Professional,Civil Service,Full-Time,309.0,2.0,Home Improvement,2569.37,True,0,0,0,0,2569.37,7.851805136398337,309.0,0,Established,1
C302104698,2018-07-02,Approved,29.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,99.0,0.0,Debt Consolidation,3345.97,True,0,0,0,0,3345.97,8.115810737920484,99.0,0,Emerging,0
C302104699,2018-07-02,Approved,56.0,Married,Male,Own,Professional,Education,Full-Time,417.0,0.0,Debt Consolidation,10488.68,True,0,0,0,0,10488.68,9.258147195681959,417.0,0,Senior,0
C302104700,2018-07-02,Approved,36.0,Unmarried,Female,Rent,Service and Sales Worker,Retailing,Full-Time,38.0,1.0,Debt Consolidation,2327.31,False,0,0,0,0,2327.31,7.752897961498149,38.0,0,Established,1
C302104701,2018-07-08,Approved,35.0,Unmarried,Male,Family,"Skilled Agricultural, Forestry",Civil Service,Full-Time,162.0,1.0,Other,3847.23,True,0,0,0,0,3847.23,8.255368581309135,162.0,0,Established,1
C302104702,2018-07-05,Approved,52.0,Unmarried,Male,Own,Blue Collar,Education,Full-Time,60.0,0.0,Debt Consolidation,7049.68,False,0,0,0,0,7049.68,8.860879345055645,60.0,0,Senior,0
C302104703,2018-07-05,Approved,27.0,Unmarried,Male,Rent,Professional,Civil Service,Full-Time,81.0,0.0,Debt Consolidation,3703.26,True,0,0,0,0,3703.26,8.217238787687009,81.0,0,Emerging,0
C302104704,2018-07-05,Approved,25.0,Unmarried,Male,Family,Service and Sales Worker,Professional & Other Services,Contract,14.0,0.0,Other,1422.43,False,0,0,0,0,1422.43,7.260824730939261,14.0,0,Emerging,0
C302104705,2018-07-09,Approved,33.0,Married,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,114.0,3.0,Debt Consolidation,3942.62,True,0,0,0,0,3942.62,8.279854362196293,114.0,0,Emerging,1
C302104706,2018-07-11,Approved,40.0,Married,Female,Own,Professional,Science & Technology,Full-Time,36.0,0.0,Debt Consolidation,12426.18,False,0,0,0,0,12426.18,9.427641288291099,36.0,0,Established,0
C302104707,2018-06-24,Approved,27.0,Married,Female,Family,Professional,Agriculture,Full-Time,106.0,1.0,Other,1998.11,False,0,0,0,0,1998.11,7.600457360500198,106.0,0,Emerging,1
C302104708,2018-07-03,Approved,35.0,Married,Female,Rent,Officer,Civil Service,Full-Time,61.0,2.0,Debt Consolidation,3486.91,True,0,0,0,0,3486.91,8.15705798194368,61.0,0,Established,1
C302104709,2018-07-09,Approved,35.0,Unmarried,Male,Family,Technician and Associate Professional,Tourism,Full-Time,61.0,1.0,Debt Consolidation,2186.23,False,0,0,0,0,2186.23,7.690391182042408,61.0,0,Established,1
C302104710,2018-06-26,Approved,36.0,Unmarried,Male,Own,Professional,Civil Service,Full-Time,180.0,0.0,Debt Consolidation,3216.44,True,0,0,0,0,3216.44,8.076341291277757,180.0,0,Established,0
C302104711,2018-07-06,Approved,27.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,68.0,0.0,Debt Consolidation,3510.27,True,0,0,0,0,3510.27,8.163733074379447,68.0,0,Emerging,0
C302104712,2018-07-08,Approved,26.0,Unmarried,Female,Family,Professional,Manufacturing,Full-Time,55.0,0.0,Other,4314.14,False,0,0,0,0,4314.14,8.369885047950646,55.0,0,Emerging,0
